epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2756.75,1.72932,1.62915,1.30736,0.55193,0.36792,0.36062,0.16397,1.80102,1.47471,1.38688,0.000666316,0.000666316,0.000666316
